name	address	prefecture	phone	flag1	flag2	flag3	flag4	flag5	flag6	flat7	flag8	frozen_egg	frozen_preg	frozen_birth	frozen_rate	clinic_url	longitude	latitude	icon
兵庫医科大学病院	兵庫県西宮市武庫川町１－１	兵庫県	81798456111	True	True	True	True	True	True	True	True	0	0	0	0	https://www.hosp.hyo-med.ac.jp/	135.378647	34.719002	N/A
医療法人協和会　第二協立病院	兵庫県川西市栄町5-28	兵庫県	81727581123	True	True	True	True	True	True	True	True	0	0	0	0	https://www.kyowakai-artc.com/	135.413910	34.830948	N/A
公立学校共済組合近畿中央病院	兵庫県伊丹市車塚３丁目１番地	兵庫県	81727813712	True	True	True	True	True	True	False	False	0	0	0	0	https://www.kich.itami.hyogo.jp/	135.401642	34.763142	N/A
高橋産婦人科クリニック	兵庫県西宮市六湛寺町15-5	兵庫県	81798330150	False	False	False	False	False	False	False	False	0	0	0	0	https://www.tgc.or.jp	135.339615	34.737045	N/A
レディースクリニックTaya	兵庫県伊丹市伊丹1丁目10-14-201-5	兵庫県	81727717717	True	True	True	True	True	True	False	False	0	0	0	0	https://lc-taya.jp/	135.420456	34.780941	N/A
医療法人授幸会久永婦人科クリニック	奈良県奈良市西大寺東町2-1-63 サンワシティ西大寺３F	奈良県	81742325505	True	True	True	True	True	True	False	False	209	69	52	25	http://www.hisanaga-cl.com	135.783539	34.694023	consistent
医療法人明日香会ASKAレディースクリニック	奈良県奈良市北登美ヶ丘３丁目３−１７	奈良県	81742517717	True	True	True	True	True	True	False	False	396	159	0	0	https://aska-cl.com	135.757965	34.723125	worse
医療法人平治会　ミズクリニックメイワン	奈良県橿原市四条町871-1	奈良県	81744200028	True	True	True	True	True	True	False	False	549	195	0	0	https://www.mscl-mayone.com	135.794937	34.504318	worse
富雄産婦人科	奈良県奈良市三松	奈良県	81742430381	True	True	True	True	True	True	False	False	0	0	0	0		135.730652	34.699429	N/A
奥村レディースクリニック	和歌山県橋本市東家4-17-13	和歌山県	81736328511	True	True	True	True	True	True	False	False	47	19	0	0		135.610321	34.315758	worse
ミオ・ファティリティ・クリニック	鳥取県米子市車尾南2-1-1	鳥取県	81859355211	True	True	True	True	True	True	True	False	258	102	75	74	https://www.mfc.or.jp	133.360931	35.427834	consistent
母と子の長田産科婦人科クリニック	鳥取県米子市上後藤8丁目5-1	鳥取県	81859293131	True	False	False	False	False	False	False	False	0	0	0	0		133.315384	35.448315	N/A
タグチIVFレディースクリニック	鳥取県鳥取市覚寺63番地6	鳥取県	81857392121	True	True	True	True	False	True	False	False	107	49	37	35	https://taguchi-ivf.or.jp/	134.228882	35.520824	consistent
島根県立中央病院	島根県出雲市姫原４丁目１－１	島根県	81853225111	True	True	True	True	True	True	False	False	5	0	0	0	https://www.spch.izumo.shimane.jp/	132.754318	35.375057	worse
島根大学医学部附属病院	島根県出雲市塩冶町８９－１	島根県	81853232111	True	True	True	True	True	True	True	True	0	0	0	0	http://www.med.shimane-u.ac.jp/hospital/index.html	132.752869	35.347454	N/A
公益財団法人大原記念倉敷中央医療機構　倉敷中央病院	岡山県倉敷市美和１丁目１－１（倉敷郵便局私書箱第２７号）	岡山県	81864220210	True	True	True	True	True	True	False	False	0	0	0	0	https://www.kchnet.or.jp/	133.774002	34.602867	N/A
倉敷成人病クリニック	岡山県倉敷市白楽町250-1	岡山県	81864222115	True	True	True	True	True	True	False	False	246	93	74	30	https://www.fkmc.or.jp	133.764633	34.587917	consistent
岡山大学病院	岡山県岡山市北区鹿田町２丁目５番１号	岡山県	81862237151	True	True	True	True	True	True	True	True	23	13	5	21	https://www.okayama-u.ac.jp/user/hospital/	133.920837	34.650990	consistent
倉敷成人病センター	岡山県倉敷市白楽町広堀２５０	岡山県	81864222111	False	False	False	False	False	False	True	True	0	0	0	0	https://www.fkmc.or.jp	133.766754	34.588619	N/A
岡山二人クリニック　	岡山県岡山市北区津高	岡山県	81862567717	True	True	True	True	True	True	True	True	647	306	189	30		133.919113	34.696552	consistent
三宅医院	岡山県岡山市南区大福369-8	岡山県	81862825100	True	True	True	True	True	True	True	False	0	0	0	0	https://miyake-miyakegroup.jp/	133.873566	34.620647	N/A
いぐち腎泌尿器クリニック	広島県広島市中区紙屋町2丁目2-2　紙屋町ビル5階	広島県	81822421145	False	False	False	False	False	False	True	True	0	0	0	0	https://iguchi-jinhinyouki.jp/	132.457245	34.394661	N/A
広島ハートクリニック	広島県広島市南区松原町3-1-301	広島県	81825673866	True	True	True	True	True	True	False	False	0	0	0	0	https://www.hiroshima-hart.jp/	132.477310	34.395535	N/A
よしだレディースクリニック内科・小児科	広島県福山市新涯町3丁目19-36	広島県	81849540341	True	True	True	True	True	True	False	False	0	0	0	0		133.391495	34.460827	N/A
広島中央通り　香月産婦人科	広島県広島市中区三川町7-1 香月メディカルビル5F	広島県	81825462557	True	True	True	True	True	True	False	False	128	53	37	29	http://uketuke5f@katsuki-medical.com	132.462143	34.389839	consistent
医療法人絹谷産婦人科	広島県広島市中区本通8-23本通ヒルズ4階	広島県	81822476399	True	True	True	True	True	True	False	False	778	298	228	30	https://www.kinutani.org/	132.458817	34.393097	consistent
IVFクリニックひろしま	広島県広島市南区松原町5番1号　BIG FRONTひろしま４階	広島県	81822641131	True	True	True	True	True	True	True	False	154	60	51	33	http://www://ivf-hiroshima.jp	132.474686	34.395699	consistent
山口県立総合医療センター	山口県防府市大字大崎１００７７番地	山口県	81835224411	True	True	True	True	True	True	True	True	0	0	0	0	https://www.ymghp.jp/	131.543915	34.072056	N/A
山口大学医学部附属病院	山口県宇部市南小串１丁目１－１	山口県	81836222288	True	True	True	True	True	True	True	False	0	0	0	0		131.248962	33.959908	N/A
地域医療機能推進機構　徳山中央病院	山口県周南市孝田町１－１	山口県	81834284411	True	True	True	True	True	True	False	False	60	12	8	13	https://tokuyama.jcho.go.jp	131.832870	34.047676	worse
新山口こうのとりクリニック	山口県山口市小郡花園町	山口県	81839028585	True	True	True	True	True	True	True	False	0	0	0	0		131.396118	34.088913	N/A
中山産婦人科小児科	徳島県板野郡藍住町東中富字長江傍示5-6	徳島県	81886920333	True	True	True	True	True	True	False	False	91	32	21	23	https://www.nakayamaobgyn.jp	134.477249	34.128536	consistent
中山産婦人科・小児科	徳島県板野郡藍住町東中富字長江傍示５番地6	徳島県	81886920333	True	True	True	True	True	True	False	False	0	0	0	0		134.477249	34.128536	N/A
徳島大学病院	徳島県徳島市蔵本町2丁目50-1	徳島県	81886313111	True	True	True	True	True	True	True	True	264	0	0	0		134.518417	34.075180	worse
厚仁病院	香川県丸亀市通町133	香川県	81877232525	True	True	True	True	True	True	True	True	0	0	0	0	https://obgy.koujinkai-kagawa.net	133.796310	34.291225	N/A
愛媛大学医学部附属病院	愛媛県東温市志津川４５４	愛媛県	81899645111	True	True	True	True	True	True	True	True	0	0	0	0		132.879242	33.802807	N/A
医療法人ヒューマンリプロダクション つばきウイメンズクリニック	愛媛県松山市北土居五丁目11番7号	愛媛県	81899051122	True	True	True	True	True	True	True	True	464	170	108	23	http://www.tsubaki-wc.com	132.779343	33.807865	consistent
独立行政法人労働者健康安全機構　愛媛労災病院	愛媛県新居浜市南小松原町１３－２７	愛媛県	81897336191	True	True	True	True	True	True	False	False	11	3	2	18		133.291885	33.974522	consistent
医療法人　ハートレディースクリニック	愛媛県東温市野田2-100-1	愛媛県	81899550082	True	True	True	True	True	True	False	False	48	17	11	64	http://hlc.d.dooo.jp/	132.837997	33.794518	consistent
ほりたレディースクリニック	福岡県北九州市小倉北区京町3-1-1 B1F	福岡県	81935134122	True	True	True	True	True	True	False	False	173	76	57	33		130.882538	33.885117	consistent
en婦人科クリニック	福岡県福岡市中央区谷1-12-37　六本松USビル4F	福岡県	81927912533	True	True	True	True	True	True	False	False	0	0	0	0		130.379318	33.576725	N/A
いでウイメンズクリニック	福岡県久留米市天神町4-1	福岡県	81942331114	True	True	True	True	True	True	False	False	124	52	38	30	http://www.ide-woman.com	130.522232	33.312923	consistent
医療法人　蔵本ウイメンズクリニック	福岡県福岡市博多区博多駅東1-1-19	福岡県	81924825558	True	True	True	True	True	True	True	True	0	0	0	0		130.422363	33.592453	N/A
独立行政法人国立病院機構福岡東医療センター	福岡県古賀市千鳥1-1-1	福岡県	81929432331	True	True	True	True	True	True	False	False	0	0	0	0	https://fukuokae.hosp.go.jp/	130.473541	33.740604	N/A
セントマザー産婦人科医院	福岡県北九州市八幡西区折尾4-9-12	福岡県	81936012000	True	True	True	True	True	True	True	True	0	0	0	0	https://www.stmother.com/	130.710876	33.865818	N/A
医療法人井上善レディースクリニック	福岡県福岡市中央区天神1-2-12 メットライフ天神ビル6階	福岡県	81924065302	True	True	True	True	True	True	False	False	0	0	0	0	http://inoue-lc.com	130.402786	33.588833	N/A
en婦人科クリニック	福岡県福岡市中央区谷1-12-37六本松USビル4F	福岡県	81927912533	True	True	True	True	True	True	False	False	0	0	0	0		130.379318	33.576725	N/A
医療法人　井上善レディースクリニック	福岡県福岡市中央区天神1-2-12 メットライフ天神ビル６F	福岡県	81924065302	True	True	True	True	True	False	False	False	0	0	0	0	http://inouelc.com	130.402786	33.588833	N/A
齋藤シーサイドレディースクリニック	福岡県遠賀郡芦屋町山鹿852-57	福岡県	81937018880	True	True	True	True	True	True	False	False	0	0	0	0		130.667374	33.905807	N/A
医療法人アイブイエフ詠田クリニック	福岡県福岡市中央区天神1-12-1　日之出福岡ビル6階	福岡県	81927356655	True	True	True	True	True	True	False	False	0	0	0	0	https://www.ivf-nagata.com/	130.399902	33.591705	N/A
医療法人　日浅レディースクリニック	福岡県福岡市中央区大名2-2-7　大名センタービル2F	福岡県	81927266105	True	True	True	True	True	True	False	False	0	0	0	0		130.393112	33.587852	N/A
医療法人社団高邦会高木病院	福岡県大川市酒見141-11	福岡県	81944870001	True	True	True	True	True	True	True	True	241	89	71	30	https://takagi.kouhoukai.or.jp/	130.379257	33.207043	consistent
谷口眼科婦人科	佐賀県武雄市武雄町武雄385-2	佐賀県	81954233170	True	True	True	True	True	True	False	False	116	57	44	38	https://eiseikai-artclinic.com	129.992661	33.187374	better
医療法人　おおくま産婦人科	佐賀県佐賀市高木瀬西2丁目10番5号	佐賀県	81952316117	True	True	True	True	True	True	False	False	0	0	0	0		130.288849	33.281994	N/A
杉田レディースクリニック	長崎県長崎市松山町3-94 3階	長崎県	81958493040	True	False	False	False	False	False	False	False	0	0	0	0		129.862274	32.774166	N/A
ART岡本ウーマンズクリニック	長崎県長崎市江戸町7-1	長崎県	81958202864	True	True	True	True	True	True	False	False	0	0	0	0	https://www.okamotoclinic.gr.jp/	129.874725	32.744549	N/A
川野病院	熊本県熊本市中央区大江６丁目25-1	熊本県	81963663275	False	False	False	False	False	False	True	True	0	0	0	0	https://www.kawano-hp.jp	130.725082	32.795208	N/A
ART女性クリニック	熊本県熊本市中央区神水本町	熊本県	81963603670	True	True	True	True	True	True	True	True	309	118	77	25	http://art-kumamoto.com	130.741684	32.781807	consistent
熊本大学病院	熊本県熊本市中央区本荘１丁目１－１	熊本県	81963442111	True	True	True	True	True	True	False	False	0	0	0	0		130.711456	32.796139	N/A
北熊本井上産婦人科医院	熊本県熊本市北区鶴羽田1丁目14-27	熊本県	81963453916	True	True	True	True	True	True	False	False	0	0	0	0	https://inoue-lc.jp/	130.726440	32.854694	N/A
医療法人社団ソフィア愛育会　ソフィアレディースクリニック水道町	熊本県熊本市中央区水道町9-5-1	熊本県	81963222996	True	True	True	True	True	True	False	False	227	102	82	36	https://www.suidouchou-lc.jp/	130.714096	32.802574	better
大分県立病院	大分県大分市大字豊饒2-8-1	大分県	81975467111	False	False	False	False	False	False	False	False	0	0	0	0	https://www.oitapref-hosp.jp/	131.600372	33.208027	N/A
大分大学医学部附属病院	大分県由布市挾間町医大ケ丘１丁目１番地	大分県	81975494411	True	True	True	True	True	True	False	False	0	0	0	0		131.534531	33.210209	N/A
セント・ルカ産婦人科	大分県大分市東大道1丁目4番5号	大分県	81975471234	True	True	True	True	True	True	False	False	172	67	50	29		131.604050	33.233017	consistent
医療法人社団　豊德会　丸田病院	宮崎県都城市八幡町4-2	宮崎県	81986237060	True	True	True	True	True	True	False	False	0	0	0	0		131.058380	31.721685	N/A
医療法人仁徳会　渡辺産婦人科	宮崎県日向市大字平岩７１８番地	宮崎県	81982571011	True	True	True	True	True	True	False	False	0	0	0	0	https://watanabehospital.jp	131.626770	32.368778	N/A
徳永産婦人科	鹿児島県鹿児島市田上2-27-17	鹿児島県	81992020007	True	True	True	True	True	True	False	False	276	92	61	22	https://tokunaga-lc.jp/	130.531860	31.574106	consistent
松田ウイメンズクリニック	鹿児島県鹿児島市山之口町鹿児島中央ビル3階	鹿児島県	81992244124	True	True	True	True	True	True	False	False	240	117	90	38	http://mwc-ivf.jp	130.553345	31.588207	better
あかつきARTクリニック	鹿児島県鹿児島市中央町11番地２F	鹿児島県	81992968177	True	True	True	True	True	True	False	False	100	58	32	32	http://akatsuki-art.jp	130.544250	31.583586	consistent
医療法人仁知会　竹内レディースクリニック	鹿児島県姶良市東餠田502-2	鹿児島県	81995652296	True	True	True	True	True	True	True	True	221	114	80	36	https://takeuchi-ladies.jp/	130.632263	31.731512	better
濵島泌尿器科クリニック	鹿児島県鹿児島市上之園町17-15第一マキビル1階	鹿児島県	81992511500	False	False	False	False	False	False	True	True	0	0	0	0		130.547409	31.580753	N/A
徳永産婦人科	鹿児島県鹿児島市田上2丁目27-17	鹿児島県	81992020007	True	True	True	True	True	True	False	False	0	0	0	0	https://tokunaga-lc.jp/	130.531860	31.574106	N/A
田島産婦人科	鹿児島県薩摩川内市平佐	鹿児島県	81996220311	True	False	False	False	False	False	False	False	0	0	0	0		130.312897	31.815609	N/A
レディースクリニックあいいく	鹿児島県鹿児島市小松原1丁目40-2	鹿児島県	81992608878	True	True	True	True	True	True	False	False	120	63	42	35	https://aiiku-clinic.jp/	130.531357	31.533987	consistent
琉球大学病院	沖縄県中頭郡西原町字上原２０７	沖縄県	81988953331	True	True	True	True	True	True	True	True	45	15	11	24	http://www.hosp.u-ryukyu.ac.jp/index.html	127.758636	26.242254	consistent
友愛医療センター	沖縄県豊見城市字与根50番地5	沖縄県	81988503811	True	True	True	True	True	True	True	False	90	27	6	6		127.650314	26.171698	worse
医療法人　海秀会　うえむら病院	沖縄県中頭郡中城村南上原	沖縄県	81988953535	True	True	True	True	True	True	True	True	233	85	59	25		127.771294	26.250996	consistent
（法）海秀会　うえむら病院	沖縄県中頭郡中城村南上原803-3	沖縄県	81988953535	True	True	True	True	True	True	True	False	213	111	69	32		127.773941	26.248049	consistent
